COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-21 2:53,428832,16.17152759,0.0006537,96.5529,323.3758,5.3716,70.7708,0,999,26958,-1.1624E-06,-0.00002377,1.9206E-06,1567159,0 GOCE,1 34602U 09013A   13294.12073413 -.00002377  19206-5 -11624-5 0  9991,2 34602 096.5529 323.3758 0006537 005.3716 070.7708 16.17152759269580,2009-013A,34602,6605.435,89.045,231.618,222.982,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-21 12:58,850943,16.17373525,0.0007299,96.5511,323.7985,1.7144,358.4327,0,999,26965,0.00015897,0.00245585,1.9192E-06,1567240,0 GOCE,1 34602U 09013A   13294.54080846  .00245585  19192-5  15897-3 0  9991,2 34602 096.5511 323.7985 0007299 001.7144 358.4327 16.17373525269655,2009-013A,34602,6604.834,89.033,231.52,221.878,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-21 13:36,319680,16.17363756,0.0006649,96.5556,323.8221,8.8644,144.7814,0,999,26966,-8.5826E-07,-0.00001935,1.9227E-06,1567314,0 GOCE,1 34602U 09013A   13294.56719120 -.00001935  19227-5 -85826-6 0  9999,2 34602 096.5556 323.8221 0006649 008.8644 144.7814 16.17363756269662,2009-013A,34602,6604.86,89.034,231.117,222.334,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-21 17:26,449535,16.172611,0.0006175,96.554,323.9845,14.6125,345.4061,0,999,26968,0.000027311,0.00041281,1.9206E-06,1567426,0 GOCE,1 34602U 09013A   13294.72641724  .00041281  19206-5  27311-4 0  9997,2 34602 096.5540 323.9845 0006175 014.6125 345.4061 16.17261100269687,2009-013A,34602,6605.14,89.039,231.084,222.926,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-21 17:53,626591,16.17457302,0.0005768,96.5521,324.0031,0.257,111.4927,0,999,26968,0.00020446,0.00317349,1.9193E-06,1567605,0 GOCE,1 34602U 09013A   13294.74559753  .00317349  19193-5  20446-3 0  9996,2 34602 096.5521 324.0031 0005768 000.2570 111.4927 16.17457302269680,2009-013A,34602,6604.606,89.029,230.28,222.661,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-22 2:38,645183,16.17666145,0.0005571,96.5522,324.369,357.6069,75.2463,0,999,26974,0.00020895,0.0032926,1.9203E-06,1567768,0 GOCE,1 34602U 09013A   13295.11010006  .00329260  19203-5  20895-3 0  9996,2 34602 096.5522 324.3690 0005571 357.6069 075.2463 16.17666145269745,2009-013A,34602,6604.037,89.017,229.581,222.223,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-22 11:48,744575,16.17867734,0.0005489,96.552,324.7531,355.6328,141.1864,0,999,26981,0.0002033,0.00325094,1.9212E-06,1567921,0 GOCE,1 34602U 09013A   13295.49223084  .00325094  19212-5  20330-3 0  9994,2 34602 096.5520 324.7531 0005489 355.6328 141.1864 16.17867734269818,2009-013A,34602,6603.489,89.006,228.978,221.729,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-22 14:13,635935,16.17939484,0.0006293,96.5518,324.8548,357.4304,2.6913,0,999,26982,0.00016603,0.00267047,0.000001922,1568037,0 GOCE,1 34602U 09013A   13295.59244949  .00267047  19220-5  16603-3 0  9998,2 34602 096.5518 324.8548 0006293 357.4304 002.6913 16.17939484269821,2009-013A,34602,6603.294,89.002,229.314,221.003,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-22 20:30,686816,16.1806172,0.0005356,96.5522,325.1171,353.2231,92.2423,0,999,26986,0.00020479,0.00332152,1.9222E-06,1568245,0 GOCE,1 34602U 09013A   13295.85449869  .00332152  19222-5  20479-3 0  9993,2 34602 096.5522 325.1171 0005356 353.2231 092.2423 16.18061720269869,2009-013A,34602,6602.961,88.995,228.363,221.289,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-23 3:53,507615,16.18259876,0.0005277,96.5524,325.4262,350.8312,84.7431,0,999,26991,0.00020042,0.00329825,1.9234E-06,1568393,0 GOCE,1 34602U 09013A   13296.16200819  .00329825  19234-5  20042-3 0  9990,2 34602 096.5524 325.4262 0005277 350.8312 084.7431 16.18259876269912,2009-013A,34602,6602.422,88.984,227.771,220.803,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-23 11:34,410752,16.18449421,0.0005148,96.5524,325.7482,348.4515,152.99,0,999,26997,0.00020426,0.00340872,1.9242E-06,1568539,0 GOCE,1 34602U 09013A   13296.48249318  .00340872  19242-5  20426-3 0  9992,2 34602 096.5524 325.7482 0005148 348.4515 152.9900 16.18449421269976,2009-013A,34602,6601.906,88.974,227.17,220.373,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-23 16:55,207584,16.18586145,0.0005978,96.5502,325.9739,354.7354,5.3693,0,999,27000,0.00016907,0.00285195,1.9238E-06,1568716,0 GOCE,1 34602U 09013A   13296.70553481  .00285195  19238-5  16907-3 0  9996,2 34602 096.5502 325.9739 0005978 354.7354 005.3693 16.18586145270002,2009-013A,34602,6601.535,88.967,227.346,219.453,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-23 20:20,838047,16.1867012,0.0005019,96.5526,326.1154,345.7618,123.2499,0,999,27002,0.00020813,0.00353052,1.9253E-06,1568809,0 GOCE,1 34602U 09013A   13296.84788007  .00353052  19253-5  20813-3 0  9991,2 34602 096.5526 326.1154 0005019 345.7618 123.2499 16.18670120270024,2009-013A,34602,6601.306,88.962,226.485,219.858,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-24 3:37,904320,16.18849839,0.0004942,96.5525,326.4202,343.3068,90.0118,0,999,27007,0.00020104,0.00345588,1.9262E-06,1568949,0 GOCE,1 34602U 09013A   13297.15084380  .00345588  19262-5  20104-3 0  9997,2 34602 096.5525 326.4202 0004942 343.3068 090.0118 16.18849839270076,2009-013A,34602,6600.818,88.952,225.945,219.421,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-24 14:12,894911,16.19104592,0.0004798,96.5526,326.8645,340.3371,143.775,0,999,27015,0.000225,0.00394252,1.9271E-06,1569241,0 GOCE,1 34602U 09013A   13297.59223258  .00394252  19271-5  22500-3 0  9998,2 34602 096.5526 326.8645 0004798 340.3371 143.7750 16.19104592270153,2009-013A,34602,6600.125,88.938,225.157,218.824,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-25 10:54,280799,16.19666617,0.0004553,96.5525,327.7327,334.1672,134.4576,0,999,27028,0.00021002,0.00383824,1.9299E-06,1569646,0 GOCE,1 34602U 09013A   13298.45469075  .00383824  19299-5  21002-3 0  9992,2 34602 096.5525 327.7327 0004553 334.1672 134.4576 16.19666617270281,2009-013A,34602,6598.598,88.907,223.468,217.459,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-25 19:48,205888,16.19910811,0.0004434,96.5521,328.1063,331.2135,138.079,0,999,27034,0.00021708,0.00404136,1.9307E-06,1569948,0 GOCE,1 34602U 09013A   13298.82547692  .00404136  19307-5  21708-3 0  9998,2 34602 096.5521 328.1063 0004434 331.2135 138.0790 16.19910811270342,2009-013A,34602,6597.935,88.894,222.726,216.875,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-26 3:05,999071,16.2012428,0.0004396,96.5519,328.412,329.4414,108.0039,0,999,27039,0.00019649,0.00371742,1.9319E-06,1570283,0 GOCE,1 34602U 09013A   13299.12886573  .00371742  19319-5  19649-3 0  9996,2 34602 096.5519 328.4120 0004396 329.4414 108.0039 16.20124280270399,2009-013A,34602,6597.356,88.882,222.121,216.32,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-26 12:14,790592,16.20389646,0.000429,96.5518,328.7966,326.152,174.4171,0,999,27046,0.00017663,0.0034094,1.9334E-06,1570410,0 GOCE,1 34602U 09013A   13299.51026378  .00340940  19334-5  17663-3 0  9995,2 34602 096.5518 328.7966 0004290 326.1520 174.4171 16.20389646270465,2009-013A,34602,6596.635,88.868,221.33,215.67,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-26 19:33,122751,16.20617164,0.00042,96.5515,329.1043,323.9579,154.2882,0,999,27051,0.00020173,0.00396325,1.9339E-06,1570623,0 GOCE,1 34602U 09013A   13299.81519818  .00396325  19339-5  20173-3 0  9997,2 34602 096.5515 329.1043 0004200 323.9579 154.2882 16.20617164270513,2009-013A,34602,6596.018,88.855,220.653,215.113,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-27 4:16,89888,16.20874329,0.0004167,96.5514,329.4704,321.8253,112.1586,0,999,27056,0.0001706,0.00341791,1.9355E-06,1570851,0 GOCE,1 34602U 09013A   13300.17806817  .00341791  19355-5  17060-3 0  9993,2 34602 096.5514 329.4704 0004167 321.8253 112.1586 16.20874329270564,2009-013A,34602,6595.32,88.841,219.934,214.437,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-27 11:55,170752,16.21086827,0.0004038,96.5513,329.7923,318.9941,175.6609,0,999,27062,0.00019717,0.00401644,1.9361E-06,1570948,0 GOCE,1 34602U 09013A   13300.49714318  .00401644  19361-5  19717-3 0  9994,2 34602 096.5513 329.7923 0004038 318.9941 175.6609 16.21086827270623,2009-013A,34602,6594.744,88.829,219.272,213.946,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-27 19:16,657887,16.213041,0.0003956,96.5511,330.1012,316.126,162.7358,0,999,27067,0.00019967,0.00413659,0.000001937,1571184,0 GOCE,1 34602U 09013A   13300.80306317  .00413659  19370-5  19967-3 0  9991,2 34602 096.5511 330.1012 0003956 316.1260 162.7358 16.21304100270678,2009-013A,34602,6594.155,88.817,218.628,213.411,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-28 3:59,445183,16.215674,0.000395,96.551,330.4679,312.8749,123.9817,0,999,27072,0.00019161,0.00405197,1.9384E-06,1571369,0 GOCE,1 34602U 09013A   13301.16616256  .00405197  19384-5  19161-3 0  9996,2 34602 096.5510 330.4679 0003950 312.8749 123.9817 16.21567400270727,2009-013A,34602,6593.441,88.803,217.91,212.701,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-28 11:39,514752,16.21797663,0.0003875,96.5511,330.7906,309.6043,191.24,0,999,27078,0.00019985,0.00430339,1.9395E-06,1571522,0 GOCE,1 34602U 09013A   13301.48566568  .00430339  19395-5  19985-3 0  9993,2 34602 096.5511 330.7906 0003875 309.6043 191.2400 16.21797663270789,2009-013A,34602,6592.817,88.79,217.236,212.127,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-28 14:02,350815,16.21893168,0.0004689,96.5519,330.8899,314.9356,45.1522,0,999,27079,0.00016541,0.00359044,1.9411E-06,1571537,0 GOCE,1 34602U 09013A   13301.58494619  .00359044  19411-5  16541-3 0  9998,2 34602 096.5519 330.8899 0004689 314.9356 045.1522 16.21893168270799,2009-013A,34602,6592.558,88.785,217.514,211.332,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-28 20:10,826976,16.22063866,0.0003895,96.551,331.1493,307.5114,105.0352,0,999,27083,0.00020629,0.00453668,1.9406E-06,1571764,0 GOCE,1 34602U 09013A   13301.84071559  .00453668  19406-5  20629-3 0  9994,2 34602 096.5510 331.1493 0003895 307.5114 105.0352 16.22063866270839,2009-013A,34602,6592.095,88.776,216.528,211.393,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-29 3:40,486752,16.22316902,0.0003972,96.5509,331.4649,304.7529,129.4412,0,999,27088,0.00019426,0.00435867,1.9421E-06,1571987,0 GOCE,1 34602U 09013A   13302.15286443  .00435867  19421-5  19426-3 0  9990,2 34602 096.5509 331.4649 0003972 304.7529 129.4412 16.22316902270882,2009-013A,34602,6591.41,88.762,215.893,210.657,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-29 8:18,131199,16.22456467,0.0003955,96.5508,331.6606,302.2141,182.0591,0,999,27092,0.00019925,0.00452067,1.9428E-06,1572116,0 GOCE,1 34602U 09013A   13302.34648300  .00452067  19428-5  19925-3 0  9997,2 34602 096.5508 331.6606 0003955 302.2141 182.0591 16.22456467270929,2009-013A,34602,6591.032,88.754,215.504,210.29,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-29 19:38,606976,16.22863645,0.0005241,96.5506,332.1361,315.5118,44.555,0,999,27099,0.00016443,0.00385852,1.9447E-06,1572253,0 GOCE,1 34602U 09013A   13302.81857184  .00385852  19447-5  16443-3 0  9991,2 34602 096.5506 332.1361 0005241 315.5118 044.5550 16.22863645270996,2009-013A,34602,6589.929,88.732,215.248,208.341,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-29 20:05,114751,16.22879859,0.0003878,96.5503,332.1567,298.0889,170.5736,0,999,27099,0.00021455,0.00503564,1.9444E-06,1572295,0 GOCE,1 34602U 09013A   13302.83716568  .00503564  19444-5  21455-3 0  9991,2 34602 096.5503 332.1567 0003878 298.0889 170.5736 16.22879859270995,2009-013A,34602,6589.886,88.731,214.306,209.195,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-30 1:39,69088,16.23086765,0.0003909,96.5501,332.3917,296.8279,87.9596,0,999,27103,0.00021081,0.00503096,1.9454E-06,1572507,0 GOCE,1 34602U 09013A   13303.06943367  .00503096  19454-5  21081-3 0  9992,2 34602 096.5501 332.3917 0003909 296.8279 087.9596 16.23086765271036,2009-013A,34602,6589.325,88.72,213.766,208.615,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-30 12:29,468159,16.23486963,0.0003896,96.5497,332.8484,292.0314,207.1583,0,999,27111,0.00020479,0.00504791,1.9474E-06,1572633,0 GOCE,1 34602U 09013A   13303.52054940  .00504791  19474-5  20479-3 0  9998,2 34602 096.5497 332.8484 0003896 292.0314 207.1583 16.23486963271112,2009-013A,34602,6588.243,88.698,212.674,207.541,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-30 13:24,286367,16.23535717,0.0004597,96.5505,332.8865,303.3456,56.7355,0,999,27111,0.00017626,0.00436422,1.9478E-06,1572655,0 GOCE,1 34602U 09013A   13303.55837137  .00436422  19478-5  17626-3 0  9997,2 34602 096.5505 332.8865 0004597 303.3456 056.7355 16.23535717271114,2009-013A,34602,6588.111,88.695,213.004,206.947,1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,34602,GOCE,PAYLOAD,U,09013A,2013-10-30 19:45,693184,16.23800535,0.0003847,96.5492,333.1555,289.3958,179.9755,0,999,27115,0.00021943,0.00554889,1.9485E-06,1572897,0 GOCE,1 34602U 09013A   13303.82360756  .00554889  19485-5  21943-3 0  9998,2 34602 096.5492 333.1555 0003847 289.3958 179.9755 16.23800535271155,2009-013A,34602,6587.394,88.681,211.794,206.725,1
